,id,size,generation,fitness.min,fitness.l_quartile,fitness.median,fitness.u_quartile,fitness.max
1067,200:001,200,17,1.0000000000000002,5.0,6.0,7.5,11.0
1068,200:001,200,18,2.0,5.0,6.0,8.0,12.0
1069,200:001,200,19,1.0000000000000002,5.0,6.0,8.0,12.0
1070,200:001,200,20,1.0000000000000002,5.0,6.0,8.0,15.0
1071,200:001,200,21,1.0000000000000002,5.0,6.0,7.5,12.0
1072,200:001,200,22,1.0000000000000002,5.0,6.5,8.0,12.0
1073,200:001,200,23,2.0,5.0,7.0,8.0,14.0
1074,200:001,200,24,1.0000000000000002,5.0,7.0,8.5,14.0
1075,200:001,200,25,2.0,6.0,7.0,9.0,13.0
1076,200:001,200,26,2.0,6.0,7.5,9.0,14.0
1077,200:001,200,27,3.0,6.0,8.0,11.0,13.0
1078,200:001,200,28,3.0,7.0,9.0,10.0,14.0
1079,200:001,200,29,4.0,7.0,9.5,11.0,14.0
1080,200:001,200,30,5.0,8.0,10.0,11.0,14.0
1081,200:001,200,31,4.0,8.0,10.0,12.0,14.0
1082,200:001,200,32,5.0,8.0,10.0,12.0,14.0
1083,200:001,200,33,5.0,9.0,10.0,12.0,14.0
1084,200:001,200,34,6.0,10.0,11.0,12.0,15.0
1085,200:001,200,35,7.0,10.0,11.0,13.0,15.0
1086,200:001,200,36,7.0,10.0,11.0,13.0,16.0
1087,200:001,200,37,6.0,10.0,11.0,13.0,16.0
1088,200:001,200,38,6.0,10.0,11.0,13.0,16.0
1089,200:001,200,39,6.0,10.0,12.0,13.0,17.0
1090,200:001,200,40,6.0,10.0,12.0,13.0,17.0
1091,200:001,200,41,5.0,10.5,12.0,14.0,17.0
1092,200:001,200,42,8.0,11.0,12.0,14.0,17.0
1093,200:001,200,43,7.0,11.0,12.0,14.0,17.0
1094,200:001,200,44,7.0,11.0,13.0,14.0,17.0
1095,200:001,200,45,8.0,11.0,13.0,14.0,17.0
1096,200:001,200,46,6.0,11.0,13.0,14.0,17.0
1097,200:001,200,47,6.0,11.0,13.0,14.0,18.0
1098,200:001,200,48,7.0,11.0,13.0,14.0,20.0
1099,200:001,200,49,7.0,11.0,13.0,14.0,19.0
1100,200:002,200,0,2.220446049250313e-16,1.0000000000000002,3.0,4.0,9.0
1101,200:002,200,1,2.220446049250313e-16,2.0,3.0,4.0,7.0
1102,200:002,200,2,2.220446049250313e-16,2.0,4.0,5.0,9.0
1103,200:002,200,3,2.220446049250313e-16,3.0,4.0,5.0,10.0
1104,200:002,200,4,1.0000000000000002,3.0,5.0,7.0,10.0
1105,200:002,200,5,1.0000000000000002,4.0,5.0,7.0,10.0
1106,200:002,200,6,1.0000000000000002,4.0,6.0,7.0,11.0
1107,200:002,200,7,1.0000000000000002,4.0,6.0,8.0,11.0
1108,200:002,200,8,2.0,5.0,7.0,8.0,11.0
1109,200:002,200,9,3.0,6.0,8.0,9.0,12.0
1110,200:002,200,10,2.0,7.0,8.0,9.0,13.0
1111,200:002,200,11,3.0,7.0,8.0,9.0,13.0
1112,200:002,200,12,3.0,7.0,8.0,9.0,14.0
1113,200:002,200,13,3.0,7.0,9.0,10.0,14.0
1114,200:002,200,14,5.0,8.0,9.0,11.0,13.0
1115,200:002,200,15,4.0,8.0,10.0,12.0,15.0
1116,200:002,200,16,4.0,8.0,10.0,12.0,16.0
1117,200:002,200,17,5.0,9.0,10.0,11.5,16.0
1118,200:002,200,18,6.0,8.0,10.0,12.0,16.0
1119,200:002,200,19,5.0,9.0,10.0,13.0,16.0
1120,200:002,200,20,5.0,9.0,11.0,13.0,17.0
1121,200:002,200,21,6.0,10.0,12.0,13.0,17.0
1122,200:002,200,22,3.0,11.0,12.0,13.0,17.0
1123,200:002,200,23,6.0,11.0,12.0,14.0,19.0
1124,200:002,200,24,8.0,11.0,13.0,14.0,19.0
1125,200:002,200,25,7.0,11.0,13.0,14.0,19.0
1126,200:002,200,26,7.0,12.0,13.5,16.0,19.0
1127,200:002,200,27,7.0,13.0,14.0,15.0,19.0
1128,200:002,200,28,9.0,13.0,14.0,16.0,19.0
1129,200:002,200,29,10.0,13.0,14.0,16.0,19.0
1130,200:002,200,30,9.0,13.0,14.0,15.5,19.0
1131,200:002,200,31,9.0,13.0,14.0,16.0,18.0
1132,200:002,200,32,8.0,13.0,14.0,15.0,18.0
1133,200:002,200,33,8.0,13.0,14.0,15.0,19.0
1134,200:002,200,34,9.0,13.0,14.0,15.0,19.0
1135,200:002,200,35,10.0,12.5,14.0,15.0,18.0
1136,200:002,200,36,10.0,12.5,14.0,15.0,18.0
1137,200:002,200,37,8.0,13.0,14.0,15.0,18.0
1138,200:002,200,38,9.0,12.0,14.0,15.0,18.0
1139,200:002,200,39,8.0,13.0,14.0,15.0,19.0
1140,200:002,200,40,6.0,12.0,14.0,15.0,18.0
1141,200:002,200,41,9.0,12.0,14.0,15.0,18.0
1142,200:002,200,42,10.0,13.0,14.0,16.0,18.0
1143,200:002,200,43,8.0,13.0,14.0,16.0,18.0
1144,200:002,200,44,11.0,13.0,15.0,16.0,18.0
1145,200:002,200,45,10.0,13.0,15.0,17.0,19.0
1146,200:002,200,46,10.0,13.0,16.0,17.0,19.0
1147,200:002,200,47,11.0,14.0,16.0,17.0,19.0
1148,200:002,200,48,11.0,15.0,16.0,18.0,19.0
1149,200:002,200,49,11.0,15.0,16.5,18.0,19.0
1150,200:003,200,0,2.220446049250313e-16,1.5,2.5,4.0,10.0
1151,200:003,200,1,2.220446049250313e-16,2.0,3.5,5.0,9.0
1152,200:003,200,2,2.220446049250313e-16,2.5,4.0,5.0,9.0
1153,200:003,200,3,1.0000000000000002,3.0,4.0,5.0,10.0
1154,200:003,200,4,2.220446049250313e-16,3.0,4.0,6.0,10.0
1155,200:003,200,5,1.0000000000000002,3.0,4.0,6.0,9.0
1156,200:003,200,6,2.220446049250313e-16,3.5,5.0,7.0,11.0
1157,200:003,200,7,1.0000000000000002,4.0,6.0,7.0,11.0
1158,200:003,200,8,1.0000000000000002,4.0,6.0,7.0,11.0
1159,200:003,200,9,1.0000000000000002,5.0,6.0,8.0,13.0
1160,200:003,200,10,2.0,4.0,7.0,9.0,12.0
1161,200:003,200,11,2.0,5.0,7.0,9.0,12.0
1162,200:003,200,12,2.0,5.5,7.0,9.0,13.0
1163,200:003,200,13,2.0,6.0,7.0,9.0,12.0
1164,200:003,200,14,2.0,6.5,8.0,9.0,14.0
1165,200:003,200,15,4.0,6.0,8.0,10.0,15.0
1166,200:003,200,16,4.0,7.0,9.0,10.0,16.0
1167,200:003,200,17,3.0,7.0,9.0,11.0,15.0
1168,200:003,200,18,4.0,8.0,9.0,11.0,16.0
1169,200:003,200,19,5.0,8.0,9.0,11.0,16.0
1170,200:003,200,20,4.0,9.0,10.0,12.0,16.0
1171,200:003,200,21,6.0,8.0,10.0,12.0,16.0
1172,200:003,200,22,4.0,8.0,10.0,12.0,16.0
1173,200:003,200,23,7.0,9.0,11.0,12.0,16.0
1174,200:003,200,24,6.0,9.0,11.0,12.0,16.0
1175,200:003,200,25,6.0,9.0,11.0,12.0,16.0
1176,200:003,200,26,6.0,10.0,11.0,12.0,15.0
1177,200:003,200,27,7.0,10.0,11.0,12.5,16.0
1178,200:003,200,28,6.0,9.0,11.0,13.0,16.0
1179,200:003,200,29,6.0,10.0,11.0,13.0,17.0
1180,200:003,200,30,7.0,10.0,12.0,13.0,17.0
1181,200:003,200,31,6.0,10.0,11.0,13.0,16.0
1182,200:003,200,32,4.0,10.5,12.0,13.0,17.0
1183,200:003,200,33,7.0,11.0,12.0,13.0,17.0
1184,200:003,200,34,7.0,11.0,12.0,13.5,16.0
1185,200:003,200,35,6.0,11.0,12.0,14.0,17.0
1186,200:003,200,36,6.0,11.0,12.0,13.0,17.0
1187,200:003,200,37,8.0,11.0,12.0,14.0,17.0
1188,200:003,200,38,8.0,12.0,13.0,14.0,18.0
1189,200:003,200,39,8.0,12.0,13.0,14.0,18.0
1190,200:003,200,40,7.0,11.0,13.0,14.0,18.0
1191,200:003,200,41,8.0,12.0,13.0,14.0,18.0
1192,200:003,200,42,6.0,12.0,13.0,14.0,18.0
1193,200:003,200,43,5.0,12.0,13.0,14.0,17.0
1194,200:003,200,44,7.0,11.0,13.0,14.0,18.0
1195,200:003,200,45,6.0,12.0,13.0,14.0,17.0
1196,200:003,200,46,7.0,11.5,13.0,14.0,19.0
1197,200:003,200,47,8.0,12.0,13.0,15.0,20.0
1198,200:003,200,48,8.0,12.0,13.0,15.0,20.0
1199,200:003,200,49,8.0,13.0,14.0,16.0,19.0
1200,200:004,200,0,2.220446049250313e-16,2.0,2.0,3.5,8.0
1201,200:004,200,1,2.220446049250313e-16,3.0,3.5,5.0,7.0
1202,200:004,200,2,2.220446049250313e-16,3.0,3.0,5.0,8.0
1203,200:004,200,3,2.220446049250313e-16,3.0,4.0,5.0,9.0
1204,200:004,200,4,1.0000000000000002,3.0,4.0,5.0,9.0
1205,200:004,200,5,1.0000000000000002,3.0,4.0,6.0,9.0
1206,200:004,200,6,1.0000000000000002,3.5,5.0,6.0,9.0
1207,200:004,200,7,1.0000000000000002,3.0,5.0,6.0,10.0
1208,200:004,200,8,1.0000000000000002,3.0,5.0,6.0,11.0
1209,200:004,200,9,1.0000000000000002,4.0,5.0,7.0,11.0
1210,200:004,200,10,3.0,4.5,6.0,7.0,10.0
1211,200:004,200,11,1.0000000000000002,5.0,6.0,8.0,12.0
1212,200:004,200,12,1.0000000000000002,5.0,6.5,8.0,12.0
1213,200:004,200,13,3.0,5.0,7.0,8.0,13.0
1214,200:004,200,14,3.0,5.0,6.0,8.0,12.0
1215,200:004,200,15,2.0,5.0,7.0,8.0,12.0
1216,200:004,200,16,2.0,7.0,8.0,9.0,13.0
1217,200:004,200,17,2.0,7.0,8.0,9.0,13.0
1218,200:004,200,18,1.0000000000000002,7.0,8.0,10.0,13.0
1219,200:004,200,19,3.0,7.0,8.0,10.0,13.0
1220,200:004,200,20,4.0,7.0,8.0,9.0,14.0
1221,200:004,200,21,3.0,7.0,9.0,10.0,14.0
1222,200:004,200,22,4.0,8.0,9.0,10.0,15.0
1223,200:004,200,23,5.0,8.0,9.0,11.0,14.0
1224,200:004,200,24,4.0,7.5,9.0,10.0,15.0
1225,200:004,200,25,5.0,8.0,10.0,11.0,15.0
1226,200:004,200,26,4.0,8.0,9.5,11.0,15.0
1227,200:004,200,27,5.0,8.5,10.0,11.0,14.0
1228,200:004,200,28,4.0,8.0,9.0,11.0,15.0
1229,200:004,200,29,6.0,9.0,10.0,11.0,15.0
1230,200:004,200,30,4.0,9.0,10.0,12.0,15.0
1231,200:004,200,31,4.0,9.0,10.0,12.0,14.0
1232,200:004,200,32,6.0,9.0,11.0,12.0,14.0
1233,200:004,200,33,5.0,9.5,11.0,12.0,15.0
1234,200:004,200,34,6.0,9.0,10.5,12.0,16.0
1235,200:004,200,35,6.0,9.0,11.0,12.0,16.0
1236,200:004,200,36,5.0,9.5,11.0,13.0,17.0
1237,200:004,200,37,6.0,9.0,11.0,13.0,18.0
1238,200:004,200,38,6.0,10.0,12.0,14.0,16.0
1239,200:004,200,39,6.0,11.0,12.0,14.0,16.0
1240,200:004,200,40,6.0,10.0,12.0,13.0,18.0
1241,200:004,200,41,6.0,11.0,12.0,14.0,17.0
1242,200:004,200,42,7.0,11.0,12.0,14.0,18.0
1243,200:004,200,43,6.0,11.0,12.0,14.0,20.0
1244,200:004,200,44,7.0,11.0,13.0,14.0,19.0
1245,200:004,200,45,8.0,11.0,12.0,14.0,20.0
1246,200:004,200,46,9.0,11.0,12.0,14.0,20.0
1247,200:004,200,47,6.0,11.0,13.0,14.0,19.0
1248,200:004,200,48,8.0,11.5,14.0,16.0,19.0
1249,200:004,200,49,9.0,12.0,14.0,16.0,21.0
1250,200:005,200,0,2.220446049250313e-16,2.0,3.0,4.0,7.0
1251,200:005,200,1,2.220446049250313e-16,2.0,3.0,5.0,7.0
1252,200:005,200,2,2.220446049250313e-16,3.0,3.0,5.0,7.0
1253,200:005,200,3,2.220446049250313e-16,3.0,4.0,5.0,9.0
1254,200:005,200,4,2.220446049250313e-16,2.0,4.0,5.0,10.0
1255,200:005,200,5,2.220446049250313e-16,3.0,4.0,5.5,10.0
1256,200:005,200,6,2.220446049250313e-16,3.0,4.0,6.0,8.0
1257,200:005,200,7,2.220446049250313e-16,3.0,4.5,6.0,11.0
1258,200:005,200,8,2.220446049250313e-16,3.0,4.0,6.0,9.0
1259,200:005,200,9,1.0000000000000002,3.0,5.0,6.0,10.0
1260,200:005,200,10,2.220446049250313e-16,3.0,4.0,6.0,9.0
1261,200:005,200,11,1.0000000000000002,4.0,5.0,6.5,12.0
1262,200:005,200,12,1.0000000000000002,4.0,5.0,7.0,12.0
1263,200:005,200,13,1.0000000000000002,5.0,6.0,7.5,12.0
1264,200:005,200,14,1.0000000000000002,4.0,6.0,8.0,12.0
1265,200:005,200,15,2.0,5.0,6.5,8.0,13.0
1266,200:005,200,16,3.0,6.0,8.0,9.5,13.0
1267,200:005,200,17,3.0,7.0,8.0,10.0,13.0
1268,200:005,200,18,4.0,7.0,8.0,10.0,14.0
1269,200:005,200,19,3.0,7.0,9.0,10.0,12.0
1270,200:005,200,20,3.0,8.0,9.0,10.0,13.0
1271,200:005,200,21,4.0,7.5,9.0,10.0,15.0
1272,200:005,200,22,4.0,8.0,10.0,11.0,15.0
1273,200:005,200,23,5.0,9.0,10.0,11.0,15.0
1274,200:005,200,24,6.0,9.0,10.0,12.0,15.0
1275,200:005,200,25,6.0,10.0,11.0,12.0,14.0
1276,200:005,200,26,7.0,9.0,11.0,12.0,15.0
1277,200:005,200,27,6.0,9.0,11.0,12.0,15.0
1278,200:005,200,28,6.0,9.5,11.0,12.5,15.0
1279,200:005,200,29,5.0,10.0,11.0,13.0,15.0
1280,200:005,200,30,8.0,10.0,11.0,13.0,15.0
1281,200:005,200,31,8.0,10.0,11.0,13.0,15.0
1282,200:005,200,32,7.0,10.0,11.0,13.0,15.0
1283,200:005,200,33,7.0,10.0,11.5,13.0,15.0
1284,200:005,200,34,7.0,10.5,12.0,13.0,15.0
1285,200:005,200,35,7.0,10.5,12.0,13.0,16.0
1286,200:005,200,36,8.0,11.0,12.0,13.0,16.0
1287,200:005,200,37,8.0,11.0,12.0,14.0,16.0
1288,200:005,200,38,8.0,11.0,12.0,13.0,15.0
1289,200:005,200,39,7.0,11.0,12.0,14.0,15.0
1290,200:005,200,40,6.0,12.0,13.0,14.0,15.0
1291,200:005,200,41,7.0,11.0,13.0,14.0,16.0
1292,200:005,200,42,8.0,12.0,13.0,14.0,16.0
1293,200:005,200,43,8.0,12.0,13.0,14.0,16.0
1294,200:005,200,44,8.0,11.5,13.0,14.0,16.0
1295,200:005,200,45,8.0,12.0,12.0,13.5,16.0
1296,200:005,200,46,7.0,12.0,13.0,14.0,15.0
1297,200:005,200,47,7.0,12.0,13.0,14.0,16.0
1298,200:005,200,48,7.0,12.0,13.0,14.0,16.0
1299,200:005,200,49,8.0,12.0,13.0,14.0,16.0
1300,200:006,200,0,2.220446049250313e-16,2.0,3.0,4.0,8.0
1301,200:006,200,1,2.220446049250313e-16,2.0,3.0,4.0,9.0
1302,200:006,200,2,2.220446049250313e-16,3.0,4.0,5.0,10.0
1303,200:006,200,3,2.220446049250313e-16,3.0,4.0,6.0,12.0
1304,200:006,200,4,1.0000000000000002,3.0,5.0,6.0,11.0
1305,200:006,200,5,1.0000000000000002,4.0,5.0,6.0,9.0
1306,200:006,200,6,1.0000000000000002,4.0,5.0,7.0,11.0
1307,200:006,200,7,1.0000000000000002,5.0,6.0,7.0,12.0
1308,200:006,200,8,1.0000000000000002,4.0,6.0,8.0,12.0
1309,200:006,200,9,2.0,5.0,6.0,8.0,12.0
1310,200:006,200,10,2.0,5.0,6.0,8.0,12.0
1311,200:006,200,11,2.0,5.0,7.0,8.5,13.0
1312,200:006,200,12,3.0,5.0,6.0,8.5,13.0
1313,200:006,200,13,2.0,5.0,7.0,9.0,15.0
1314,200:006,200,14,2.0,5.0,7.0,9.0,14.0
1315,200:006,200,15,3.0,6.0,8.0,10.0,16.0
1316,200:006,200,16,3.0,7.0,8.0,10.0,15.0
1317,200:006,200,17,5.0,7.0,8.0,10.0,15.0
1318,200:006,200,18,4.0,7.0,9.0,10.0,15.0
1319,200:006,200,19,3.0,7.0,9.0,10.0,15.0
1320,200:006,200,20,2.0,7.0,9.0,10.0,17.0
1321,200:006,200,21,4.0,7.0,9.0,11.0,17.0
1322,200:006,200,22,3.0,7.0,9.0,10.0,14.0
1323,200:006,200,23,4.0,8.0,9.0,10.0,15.0
1324,200:006,200,24,3.0,8.0,9.5,11.0,14.0
1325,200:006,200,25,4.0,8.0,10.0,12.0,15.0
1326,200:006,200,26,4.0,9.0,10.0,11.5,16.0
1327,200:006,200,27,5.0,9.0,10.5,12.0,16.0
1328,200:006,200,28,4.0,9.0,11.0,12.0,16.0
1329,200:006,200,29,5.0,9.0,10.5,12.0,16.0
1330,200:006,200,30,5.0,10.0,12.0,13.5,16.0
1331,200:006,200,31,7.0,11.0,12.0,14.0,18.0
1332,200:006,200,32,8.0,10.0,12.0,13.0,17.0
1333,200:006,200,33,8.0,11.0,13.0,14.5,17.0
1334,200:006,200,34,7.0,11.0,13.0,14.0,17.0
1335,200:006,200,35,8.0,11.0,13.0,15.0,18.0
1336,200:006,200,36,8.0,12.0,13.0,15.0,18.0
1337,200:006,200,37,9.0,12.0,14.0,15.0,18.0
1338,200:006,200,38,9.0,12.0,14.0,15.5,18.0
1339,200:006,200,39,8.0,12.5,14.0,16.0,19.0
1340,200:006,200,40,9.0,13.0,14.0,16.0,20.0
1341,200:006,200,41,9.0,12.0,14.5,16.0,20.0
1342,200:006,200,42,10.0,13.0,14.5,16.0,20.0
1343,200:006,200,43,8.0,13.0,14.0,16.0,19.0
1344,200:006,200,44,9.0,13.0,15.0,16.0,19.0
1345,200:006,200,45,9.0,14.0,15.0,16.0,20.0
1346,200:006,200,46,10.0,14.0,15.0,16.5,19.0
1347,200:006,200,47,10.0,14.0,15.0,17.0,20.0
1348,200:006,200,48,11.0,14.0,16.0,16.0,20.0
1349,200:006,200,49,11.0,14.0,16.0,17.0,19.0
1350,200:007,200,0,2.220446049250313e-16,2.0,3.0,4.0,9.0
1351,200:007,200,1,2.220446049250313e-16,2.0,3.0,5.0,9.0
1352,200:007,200,2,2.220446049250313e-16,2.0,4.0,5.0,9.0
1353,200:007,200,3,2.220446049250313e-16,3.0,4.0,5.0,12.0
1354,200:007,200,4,2.220446049250313e-16,3.0,4.0,5.0,13.0
1355,200:007,200,5,1.0000000000000002,3.0,4.0,6.0,12.0
1356,200:007,200,6,2.220446049250313e-16,3.5,5.0,7.0,11.0
1357,200:007,200,7,1.0000000000000002,4.0,5.0,7.0,12.0
1358,200:007,200,8,1.0000000000000002,4.0,6.0,8.0,13.0
1359,200:007,200,9,2.220446049250313e-16,5.0,7.0,8.0,13.0
1360,200:007,200,10,1.0000000000000002,6.0,7.0,9.0,13.0
1361,200:007,200,11,1.0000000000000002,6.0,8.0,9.5,15.0
1362,200:007,200,12,2.0,6.0,7.0,9.0,14.0
1363,200:007,200,13,1.0000000000000002,6.0,8.0,10.0,15.0
1364,200:007,200,14,3.0,8.0,9.0,11.0,14.0
1365,200:007,200,15,4.0,7.0,9.0,10.0,14.0
1366,200:007,200,16,1.0000000000000002,7.0,9.0,11.0,16.0
1367,200:007,200,17,4.0,8.0,10.0,12.0,16.0
1368,200:007,200,18,4.0,8.0,10.0,11.5,17.0
1369,200:007,200,19,4.0,9.0,11.0,12.0,15.0
1370,200:007,200,20,4.0,9.0,11.0,13.0,16.0
1371,200:007,200,21,5.0,9.0,11.0,13.0,17.0
1372,200:007,200,22,5.0,10.0,12.0,13.0,16.0
1373,200:007,200,23,6.0,10.0,12.0,14.0,17.0
1374,200:007,200,24,7.0,11.0,12.5,14.0,18.0
1375,200:007,200,25,6.0,11.0,13.0,14.0,16.0
1376,200:007,200,26,6.0,11.0,13.0,15.0,17.0
1377,200:007,200,27,6.0,12.0,14.0,15.0,19.0
1378,200:007,200,28,8.0,12.0,13.0,15.0,19.0
1379,200:007,200,29,8.0,12.0,14.0,15.0,19.0
1380,200:007,200,30,9.0,13.0,14.0,15.0,19.0
1381,200:007,200,31,10.0,13.0,14.0,15.0,18.0
1382,200:007,200,32,9.0,13.0,14.0,15.0,18.0
1383,200:007,200,33,10.0,12.5,14.0,15.0,18.0
1384,200:007,200,34,9.0,13.0,14.0,15.0,18.0
1385,200:007,200,35,6.0,13.0,14.0,15.0,19.0
1386,200:007,200,36,9.0,13.0,14.0,15.0,19.0
1387,200:007,200,37,10.0,13.0,15.0,16.0,20.0
1388,200:007,200,38,9.0,13.0,14.0,16.0,20.0
1389,200:007,200,39,9.0,13.0,15.0,16.0,19.0
1390,200:007,200,40,8.0,13.0,15.0,16.0,19.0
1391,200:007,200,41,8.0,13.0,15.0,16.0,19.0
1392,200:007,200,42,9.0,13.0,14.5,16.0,19.0
1393,200:007,200,43,10.0,14.0,15.0,16.5,19.0
1394,200:007,200,44,11.0,14.0,15.0,17.0,21.0
1395,200:007,200,45,10.0,14.0,15.0,17.0,21.0
1396,200:007,200,46,6.0,14.0,15.0,17.0,21.0
1397,200:007,200,47,10.0,15.0,16.0,17.0,21.0
1398,200:007,200,48,10.0,15.0,16.0,18.0,21.0
1399,200:007,200,49,11.0,15.0,16.5,18.0,22.0
1400,200:008,200,0,2.220446049250313e-16,2.0,3.0,4.0,9.0
1401,200:008,200,1,2.220446049250313e-16,2.0,3.0,5.0,9.0
1402,200:008,200,2,2.220446049250313e-16,2.0,4.0,5.0,9.0
1403,200:008,200,3,2.220446049250313e-16,2.0,4.0,4.5,9.0
1404,200:008,200,4,2.220446049250313e-16,2.0,4.0,5.0,10.0
1405,200:008,200,5,2.220446049250313e-16,2.5,4.0,5.5,9.0
1406,200:008,200,6,2.220446049250313e-16,3.0,3.0,5.0,8.0
1407,200:008,200,7,2.220446049250313e-16,3.0,4.0,5.0,9.0
1408,200:008,200,8,1.0000000000000002,3.0,4.0,5.0,8.0
1409,200:008,200,9,2.220446049250313e-16,3.0,5.0,6.0,11.0
1410,200:008,200,10,2.220446049250313e-16,4.0,5.0,7.0,12.0
1411,200:008,200,11,2.220446049250313e-16,3.0,5.0,7.0,12.0
1412,200:008,200,12,1.0000000000000002,4.5,6.0,8.0,11.0
1413,200:008,200,13,1.0000000000000002,4.0,6.0,7.5,11.0
1414,200:008,200,14,2.220446049250313e-16,5.0,6.0,8.0,12.0
1415,200:008,200,15,2.0,5.0,6.0,8.0,14.0
1416,200:008,200,16,2.0,6.0,7.5,9.5,14.0
1417,200:008,200,17,1.0000000000000002,7.0,8.0,9.5,14.0
1418,200:008,200,18,2.0,7.0,8.0,9.0,16.0
1419,200:008,200,19,3.0,7.0,8.0,10.0,14.0
1420,200:008,200,20,3.0,6.0,8.0,10.0,15.0
1421,200:008,200,21,3.0,7.0,8.0,10.0,15.0
1422,200:008,200,22,4.0,8.0,9.0,11.0,14.0
1423,200:008,200,23,3.0,7.0,9.0,11.0,14.0
1424,200:008,200,24,4.0,8.0,10.0,11.0,15.0
1425,200:008,200,25,3.0,8.0,9.0,11.0,14.0
1426,200:008,200,26,5.0,8.0,10.0,12.0,15.0
1427,200:008,200,27,5.0,9.0,10.5,12.0,15.0
1428,200:008,200,28,5.0,9.0,10.5,12.0,14.0
1429,200:008,200,29,6.0,9.0,10.5,12.0,15.0
1430,200:008,200,30,6.0,10.0,11.0,12.0,16.0
1431,200:008,200,31,5.0,9.5,11.0,12.5,16.0
1432,200:008,200,32,6.0,10.0,11.0,13.0,16.0
1433,200:008,200,33,6.0,9.0,11.0,12.0,15.0
1434,200:008,200,34,6.0,10.0,11.0,12.0,15.0
1435,200:008,200,35,5.0,10.0,11.0,13.0,15.0
1436,200:008,200,36,8.0,10.0,11.0,13.0,15.0
1437,200:008,200,37,7.0,10.0,11.0,13.0,15.0
1438,200:008,200,38,7.0,10.0,11.0,12.5,17.0
1439,200:008,200,39,7.0,10.0,12.0,13.0,15.0
1440,200:008,200,40,7.0,10.0,11.0,12.0,14.0
1441,200:008,200,41,7.0,10.0,11.0,13.0,15.0
1442,200:008,200,42,5.0,10.0,12.0,13.0,16.0
1443,200:008,200,43,6.0,11.0,12.0,13.0,18.0
1444,200:008,200,44,7.0,12.0,13.0,14.0,17.0
1445,200:008,200,45,7.0,11.0,13.0,14.0,17.0
1446,200:008,200,46,6.0,11.0,13.0,14.0,17.0
1447,200:008,200,47,7.0,12.0,13.0,14.0,18.0
1448,200:008,200,48,8.0,12.0,13.0,14.0,17.0
1449,200:008,200,49,9.0,12.0,13.0,14.0,17.0
1450,200:009,200,0,2.220446049250313e-16,2.0,3.0,4.0,8.0
1451,200:009,200,1,2.220446049250313e-16,2.0,3.0,4.0,10.0
1452,200:009,200,2,2.220446049250313e-16,2.0,4.0,5.0,10.0
1453,200:009,200,3,1.0000000000000002,3.0,4.0,6.0,10.0
1454,200:009,200,4,2.220446049250313e-16,3.0,4.0,6.0,11.0
1455,200:009,200,5,1.0000000000000002,3.0,5.0,6.0,12.0
1456,200:009,200,6,2.220446049250313e-16,4.0,5.0,7.0,11.0
1457,200:009,200,7,2.220446049250313e-16,4.0,5.0,6.0,14.0
1458,200:009,200,8,1.0000000000000002,4.0,5.0,7.0,14.0
1459,200:009,200,9,2.0,4.0,6.0,8.0,14.0
1460,200:009,200,10,1.0000000000000002,4.5,7.0,8.0,15.0
1461,200:009,200,11,1.0000000000000002,5.0,7.0,9.0,15.0
1462,200:009,200,12,2.220446049250313e-16,5.0,7.0,9.0,15.0
1463,200:009,200,13,1.0000000000000002,6.0,8.0,10.0,16.0
1464,200:009,200,14,2.0,7.0,8.0,11.0,15.0
1465,200:009,200,15,4.0,7.0,10.0,11.0,15.0
1466,200:009,200,16,3.0,8.0,10.0,12.0,16.0
1467,200:009,200,17,1.0000000000000002,8.0,10.0,12.0,16.0
1468,200:009,200,18,1.0000000000000002,9.0,11.0,13.0,18.0
1469,200:009,200,19,4.0,9.0,12.0,13.0,18.0
1470,200:009,200,20,4.0,10.5,13.0,15.0,18.0
1471,200:009,200,21,4.0,10.5,14.0,15.0,19.0
1472,200:009,200,22,8.0,13.0,15.0,16.0,19.0
1473,200:009,200,23,6.0,13.0,15.0,16.0,18.0
1474,200:009,200,24,8.0,13.0,15.0,16.0,18.0
1475,200:009,200,25,8.0,13.0,15.0,16.0,19.0
1476,200:009,200,26,8.0,13.0,15.0,16.0,19.0
1477,200:009,200,27,9.0,14.0,15.0,16.0,18.0
1478,200:009,200,28,10.0,14.0,15.0,16.0,18.0
1479,200:009,200,29,10.0,14.0,15.0,16.5,19.0
1480,200:009,200,30,9.0,13.0,15.0,16.5,19.0
1481,200:009,200,31,10.0,14.0,15.0,17.0,19.0
1482,200:009,200,32,9.0,14.0,16.0,17.0,19.0
1483,200:009,200,33,10.0,15.0,16.0,17.0,19.0
1484,200:009,200,34,9.0,15.0,16.0,17.0,19.0
1485,200:009,200,35,10.0,15.0,16.0,17.0,19.0
1486,200:009,200,36,9.0,14.0,16.0,17.0,19.0
1487,200:009,200,37,9.0,14.5,16.0,17.0,19.0
1488,200:009,200,38,9.0,14.0,15.5,17.0,19.0
1489,200:009,200,39,8.0,14.0,15.0,17.0,19.0
1490,200:009,200,40,9.0,13.5,15.0,17.0,19.0
1491,200:009,200,41,9.0,14.0,15.0,17.0,19.0
1492,200:009,200,42,6.0,13.5,15.0,17.0,19.0
1493,200:009,200,43,10.0,14.0,15.0,17.0,19.0
1494,200:009,200,44,11.0,14.0,16.0,17.0,19.0
1495,200:009,200,45,10.0,14.0,15.0,17.0,18.0
