,id,size,generation,fitness.min,fitness.l_quartile,fitness.median,fitness.u_quartile,fitness.max
613,100:002,100,13,9.0,15.0,17.0,19.0,26.0
614,100:002,100,14,10.0,15.0,17.0,19.0,25.0
615,100:002,100,15,7.0,15.0,17.0,19.0,26.0
616,100:002,100,16,9.0,14.5,17.0,19.5,24.0
617,100:002,100,17,11.0,15.0,17.0,19.0,26.0
618,100:002,100,18,10.0,15.0,17.0,20.0,24.0
619,100:002,100,19,12.0,15.5,18.0,21.0,24.0
620,100:002,100,20,12.0,17.0,19.0,21.0,25.0
621,100:002,100,21,11.0,17.0,18.0,20.0,25.0
622,100:002,100,22,12.0,16.0,18.0,21.0,24.0
623,100:002,100,23,12.0,16.0,18.0,20.0,24.0
624,100:002,100,24,12.0,16.0,18.0,20.0,27.0
625,100:002,100,25,10.0,16.0,19.0,21.0,27.0
626,100:002,100,26,13.0,17.5,19.0,21.0,27.0
627,100:002,100,27,12.0,18.0,20.0,22.0,28.0
628,100:002,100,28,12.0,18.0,20.0,22.5,28.0
629,100:002,100,29,12.0,18.0,20.0,23.0,26.0
630,100:002,100,30,13.0,17.0,20.0,23.0,27.0
631,100:002,100,31,13.0,18.0,20.0,22.5,27.0
632,100:002,100,32,12.0,18.0,21.0,22.0,26.0
633,100:002,100,33,12.0,19.0,21.0,23.0,26.0
634,100:002,100,34,10.0,18.0,21.0,23.0,25.0
635,100:002,100,35,11.0,18.0,20.0,22.0,26.0
636,100:002,100,36,12.0,19.0,21.0,23.0,31.0
637,100:002,100,37,14.0,19.0,21.0,23.5,29.0
638,100:002,100,38,13.0,18.0,21.0,23.0,31.0
639,100:002,100,39,14.0,20.0,22.0,23.0,30.0
640,100:002,100,40,14.0,20.0,21.0,23.0,28.0
641,100:002,100,41,14.0,19.0,22.0,23.0,28.0
642,100:002,100,42,11.0,20.0,22.0,23.0,30.0
643,100:002,100,43,15.0,20.0,22.0,23.5,30.0
644,100:002,100,44,14.0,19.0,22.0,24.0,30.0
645,100:002,100,45,16.0,20.0,22.0,24.0,29.0
646,100:002,100,46,15.0,21.0,22.5,24.0,28.0
647,100:002,100,47,12.0,21.0,23.0,25.0,28.0
648,100:002,100,48,16.0,21.0,23.0,25.0,28.0
649,100:002,100,49,17.0,22.0,23.0,24.0,28.0
650,100:003,100,0,7.0,11.0,13.5,15.0,21.0
651,100:003,100,1,6.0,11.0,14.0,16.0,23.0
652,100:003,100,2,6.0,12.0,15.0,17.0,23.0
653,100:003,100,3,8.0,12.0,14.0,16.5,22.0
654,100:003,100,4,9.0,12.0,15.0,17.5,27.0
655,100:003,100,5,8.0,13.0,15.5,18.0,27.0
656,100:003,100,6,6.0,12.0,15.0,17.5,25.0
657,100:003,100,7,8.0,13.0,15.0,17.0,23.0
658,100:003,100,8,7.0,13.0,15.0,18.5,25.0
659,100:003,100,9,6.0,14.0,16.0,19.0,26.0
660,100:003,100,10,9.0,13.0,16.0,19.0,24.0
661,100:003,100,11,9.0,14.0,17.0,19.0,27.0
662,100:003,100,12,10.0,15.0,16.0,19.0,25.0
663,100:003,100,13,9.0,14.0,16.0,18.5,25.0
664,100:003,100,14,10.0,14.0,16.0,19.0,28.0
665,100:003,100,15,10.0,14.0,16.0,19.0,25.0
666,100:003,100,16,7.0,15.0,17.0,20.0,25.0
667,100:003,100,17,10.0,14.0,16.5,18.0,30.0
668,100:003,100,18,11.0,15.0,16.5,19.0,26.0
669,100:003,100,19,10.0,15.0,17.0,20.0,29.0
670,100:003,100,20,10.0,16.0,19.0,21.0,29.0
671,100:003,100,21,11.0,16.5,19.0,22.0,30.0
672,100:003,100,22,10.0,16.0,18.0,21.0,30.0
673,100:003,100,23,11.0,17.0,19.0,23.0,30.0
674,100:003,100,24,11.0,16.0,20.0,23.0,32.0
675,100:003,100,25,10.0,18.0,20.5,23.0,29.0
676,100:003,100,26,14.0,17.5,21.0,23.0,30.0
677,100:003,100,27,11.0,18.0,21.0,23.0,28.0
678,100:003,100,28,14.0,19.0,20.0,23.0,29.0
679,100:003,100,29,11.0,19.0,21.0,23.0,32.0
680,100:003,100,30,15.0,19.0,21.5,24.0,28.0
681,100:003,100,31,14.0,19.0,21.5,24.5,31.0
682,100:003,100,32,14.0,20.0,23.0,25.0,32.0
683,100:003,100,33,15.0,21.0,23.0,26.0,33.0
684,100:003,100,34,12.0,22.0,24.0,26.0,32.0
685,100:003,100,35,16.0,22.0,25.0,27.0,32.0
686,100:003,100,36,15.0,23.0,25.0,27.5,32.0
687,100:003,100,37,19.0,24.0,26.0,28.0,33.0
688,100:003,100,38,17.0,24.0,27.0,29.0,32.0
689,100:003,100,39,19.0,24.0,27.0,29.0,33.0
690,100:003,100,40,18.0,24.0,25.0,28.0,35.0
691,100:003,100,41,19.0,23.0,26.0,27.0,33.0
692,100:003,100,42,20.0,24.5,27.0,29.0,33.0
693,100:003,100,43,19.0,24.0,27.0,29.0,35.0
694,100:003,100,44,14.0,25.0,27.5,30.0,35.0
695,100:003,100,45,19.0,25.0,27.0,30.0,35.0
696,100:003,100,46,15.0,25.0,27.0,29.0,36.0
697,100:003,100,47,20.0,26.0,28.0,30.0,35.0
698,100:003,100,48,19.0,26.0,28.0,31.0,36.0
699,100:003,100,49,17.0,25.0,29.0,32.0,37.0
700,100:004,100,0,6.0,10.0,12.0,14.0,21.0
701,100:004,100,1,6.0,10.0,12.0,15.0,23.0
702,100:004,100,2,6.0,11.0,14.0,16.0,24.0
703,100:004,100,3,2.0,12.0,14.0,18.0,23.0
704,100:004,100,4,8.0,12.0,14.0,17.0,23.0
705,100:004,100,5,7.0,12.0,15.0,16.5,25.0
706,100:004,100,6,6.0,12.0,14.0,17.0,24.0
707,100:004,100,7,7.0,12.0,14.5,17.0,22.0
708,100:004,100,8,7.0,12.0,14.0,16.0,21.0
709,100:004,100,9,5.0,13.0,15.0,17.0,23.0
710,100:004,100,10,7.0,13.0,15.5,18.0,23.0
711,100:004,100,11,9.0,13.0,15.0,18.0,25.0
712,100:004,100,12,9.0,13.0,16.0,18.0,23.0
713,100:004,100,13,8.0,14.0,16.0,18.0,24.0
714,100:004,100,14,9.0,14.0,17.0,18.0,24.0
715,100:004,100,15,9.0,15.0,17.0,18.0,23.0
716,100:004,100,16,11.0,14.0,17.0,19.0,23.0
717,100:004,100,17,10.0,15.0,17.0,19.0,30.0
718,100:004,100,18,9.0,15.0,17.0,20.0,28.0
719,100:004,100,19,9.0,16.0,17.0,19.0,25.0
720,100:004,100,20,12.0,16.0,18.0,21.0,27.0
721,100:004,100,21,12.0,17.0,18.5,21.0,27.0
722,100:004,100,22,9.0,17.0,19.0,21.0,27.0
723,100:004,100,23,11.0,17.0,19.0,21.0,27.0
724,100:004,100,24,12.0,16.0,19.0,21.0,26.0
725,100:004,100,25,9.0,17.0,20.0,22.0,27.0
726,100:004,100,26,13.0,18.0,20.0,22.0,27.0
727,100:004,100,27,13.0,17.5,20.0,22.0,27.0
728,100:004,100,28,10.0,17.5,20.0,22.0,27.0
729,100:004,100,29,12.0,18.0,20.0,22.0,27.0
730,100:004,100,30,12.0,18.0,21.0,22.5,27.0
731,100:004,100,31,14.0,19.0,21.0,22.0,28.0
732,100:004,100,32,15.0,19.0,21.0,22.0,28.0
733,100:004,100,33,14.0,19.0,21.0,23.0,29.0
734,100:004,100,34,14.0,19.0,21.0,23.0,28.0
735,100:004,100,35,14.0,19.0,21.0,23.0,29.0
736,100:004,100,36,12.0,20.0,22.0,24.0,29.0
737,100:004,100,37,15.0,20.0,22.0,24.0,28.0
738,100:004,100,38,14.0,20.0,21.0,24.0,30.0
739,100:004,100,39,16.0,20.5,22.0,24.0,30.0
740,100:004,100,40,15.0,20.0,22.0,24.0,30.0
741,100:004,100,41,14.0,20.0,22.0,24.0,30.0
742,100:004,100,42,16.0,20.0,22.0,24.0,28.0
743,100:004,100,43,15.0,20.5,22.0,24.0,29.0
744,100:004,100,44,16.0,20.5,23.0,24.0,30.0
745,100:004,100,45,16.0,21.0,22.0,24.0,30.0
746,100:004,100,46,15.0,21.0,23.0,25.0,29.0
747,100:004,100,47,16.0,21.0,23.0,25.0,29.0
748,100:004,100,48,16.0,21.0,23.0,25.0,28.0
749,100:004,100,49,15.0,21.0,24.0,25.0,28.0
750,100:005,100,0,6.0,10.0,13.0,14.0,21.0
751,100:005,100,1,6.0,11.0,13.0,15.0,24.0
752,100:005,100,2,7.0,11.0,14.0,16.0,27.0
753,100:005,100,3,7.0,11.0,13.0,16.0,26.0
754,100:005,100,4,7.0,10.0,13.0,16.0,26.0
755,100:005,100,5,5.0,12.0,14.5,17.0,25.0
756,100:005,100,6,5.0,13.0,14.5,17.0,25.0
757,100:005,100,7,6.0,12.0,15.0,17.0,23.0
758,100:005,100,8,9.0,12.0,15.0,17.0,25.0
759,100:005,100,9,6.0,14.0,16.0,19.0,25.0
760,100:005,100,10,7.0,14.0,17.0,19.0,25.0
761,100:005,100,11,9.0,15.0,16.5,19.0,23.0
762,100:005,100,12,9.0,14.0,17.0,20.0,24.0
763,100:005,100,13,9.0,15.0,17.0,19.5,26.0
764,100:005,100,14,10.0,14.5,17.0,19.0,25.0
765,100:005,100,15,9.0,15.0,17.0,19.0,25.0
766,100:005,100,16,11.0,15.0,17.0,19.0,25.0
767,100:005,100,17,11.0,16.0,17.0,19.0,27.0
768,100:005,100,18,10.0,16.0,18.0,20.0,25.0
769,100:005,100,19,10.0,15.0,18.0,20.0,25.0
770,100:005,100,20,9.0,16.0,18.0,20.0,24.0
771,100:005,100,21,8.0,15.5,18.0,20.0,26.0
772,100:005,100,22,9.0,16.5,18.0,20.0,29.0
773,100:005,100,23,9.0,16.0,18.0,20.0,26.0
774,100:005,100,24,12.0,16.0,18.0,20.5,26.0
775,100:005,100,25,12.0,16.0,18.0,21.0,27.0
776,100:005,100,26,11.0,17.0,18.0,21.0,26.0
777,100:005,100,27,6.0,16.5,18.0,21.0,26.0
778,100:005,100,28,9.0,17.0,19.0,21.0,28.0
779,100:005,100,29,9.0,16.0,19.0,22.0,25.0
780,100:005,100,30,9.0,17.0,20.0,21.0,31.0
781,100:005,100,31,13.0,17.0,20.0,22.0,31.0
782,100:005,100,32,13.0,18.0,21.0,22.5,30.0
783,100:005,100,33,13.0,18.0,20.0,22.0,29.0
784,100:005,100,34,10.0,19.0,21.5,24.0,28.0
785,100:005,100,35,13.0,19.0,22.0,24.0,28.0
786,100:005,100,36,12.0,20.0,22.0,24.5,28.0
787,100:005,100,37,14.0,19.0,21.0,24.0,30.0
788,100:005,100,38,14.0,18.5,21.0,24.0,29.0
789,100:005,100,39,12.0,19.0,21.5,24.0,29.0
790,100:005,100,40,12.0,19.0,22.0,25.0,28.0
791,100:005,100,41,14.0,19.0,22.0,25.0,28.0
792,100:005,100,42,13.0,20.5,23.0,25.0,32.0
793,100:005,100,43,16.0,21.0,23.0,26.0,29.0
794,100:005,100,44,16.0,22.0,24.0,26.0,30.0
795,100:005,100,45,17.0,22.0,23.0,26.0,30.0
796,100:005,100,46,18.0,22.0,24.0,26.0,29.0
797,100:005,100,47,17.0,22.0,24.0,26.0,31.0
798,100:005,100,48,16.0,22.0,24.0,26.0,31.0
799,100:005,100,49,16.0,23.0,25.0,27.0,33.0
800,100:006,100,0,5.0,11.0,13.0,15.0,23.0
801,100:006,100,1,7.0,11.0,14.0,16.0,25.0
802,100:006,100,2,8.0,12.0,14.0,17.0,25.0
803,100:006,100,3,7.0,13.0,15.0,17.0,24.0
804,100:006,100,4,6.0,13.0,16.0,18.0,24.0
805,100:006,100,5,8.0,13.0,16.0,18.0,26.0
806,100:006,100,6,8.0,13.0,15.0,17.0,25.0
807,100:006,100,7,9.0,13.0,15.0,17.0,24.0
808,100:006,100,8,9.0,14.0,15.0,17.0,23.0
809,100:006,100,9,6.0,13.0,15.0,17.0,22.0
810,100:006,100,10,8.0,13.0,15.0,17.0,27.0
811,100:006,100,11,8.0,13.0,15.0,17.5,25.0
812,100:006,100,12,9.0,13.0,16.0,18.0,28.0
813,100:006,100,13,7.0,13.5,15.0,18.0,26.0
814,100:006,100,14,8.0,14.0,16.0,19.0,26.0
815,100:006,100,15,8.0,14.0,17.0,20.0,27.0
816,100:006,100,16,9.0,15.0,18.0,20.0,26.0
817,100:006,100,17,9.0,16.0,18.0,21.0,26.0
818,100:006,100,18,10.0,15.0,18.0,21.0,29.0
819,100:006,100,19,9.0,16.0,18.0,22.0,26.0
820,100:006,100,20,7.0,17.0,19.5,22.0,30.0
821,100:006,100,21,10.0,18.0,20.0,24.0,33.0
822,100:006,100,22,10.0,18.5,21.0,24.0,33.0
823,100:006,100,23,14.0,19.0,22.0,24.0,34.0
824,100:006,100,24,12.0,19.0,22.0,25.0,29.0
825,100:006,100,25,12.0,20.0,22.0,25.0,31.0
826,100:006,100,26,12.0,20.0,23.0,25.0,33.0
827,100:006,100,27,15.0,20.5,23.0,26.0,30.0
828,100:006,100,28,14.0,21.0,23.0,26.0,32.0
829,100:006,100,29,14.0,22.0,24.0,27.0,32.0
830,100:006,100,30,14.0,21.5,25.0,28.0,34.0
831,100:006,100,31,12.0,22.0,25.0,28.0,32.0
832,100:006,100,32,15.0,22.5,25.5,28.0,32.0
833,100:006,100,33,17.0,23.0,26.0,28.0,34.0
834,100:006,100,34,17.0,23.0,26.0,28.5,34.0
835,100:006,100,35,16.0,23.0,27.0,29.0,32.0
836,100:006,100,36,18.0,24.0,27.0,29.0,33.0
837,100:006,100,37,18.0,24.0,26.0,28.0,35.0
838,100:006,100,38,17.0,24.0,26.5,28.5,34.0
839,100:006,100,39,17.0,25.0,27.5,30.0,35.0
840,100:006,100,40,17.0,25.0,28.0,30.0,35.0
841,100:006,100,41,19.0,25.5,28.0,31.0,35.0
842,100:006,100,42,18.0,26.0,28.0,31.0,36.0
843,100:006,100,43,20.0,26.0,29.0,30.0,35.0
844,100:006,100,44,17.0,27.0,29.0,31.0,36.0
845,100:006,100,45,17.0,26.0,29.0,31.0,35.0
846,100:006,100,46,18.0,26.5,29.0,31.0,36.0
847,100:006,100,47,18.0,26.0,28.0,31.0,34.0
848,100:006,100,48,20.0,27.0,29.0,31.0,36.0
849,100:006,100,49,19.0,26.0,29.0,31.0,36.0
850,100:007,100,0,6.0,10.5,13.0,15.0,21.0
851,100:007,100,1,7.0,11.0,13.0,16.0,22.0
852,100:007,100,2,6.0,11.5,14.0,16.5,22.0
853,100:007,100,3,8.0,12.0,14.0,17.0,22.0
854,100:007,100,4,6.0,12.0,14.0,17.0,23.0
855,100:007,100,5,6.0,11.0,13.5,16.0,23.0
856,100:007,100,6,6.0,12.0,15.0,17.0,23.0
857,100:007,100,7,4.0,12.0,15.0,18.0,24.0
858,100:007,100,8,6.0,12.0,15.0,17.0,21.0
859,100:007,100,9,9.0,13.0,14.0,17.0,25.0
860,100:007,100,10,7.0,12.0,15.0,17.0,23.0
861,100:007,100,11,8.0,13.0,15.0,17.0,23.0
862,100:007,100,12,6.0,13.0,15.0,17.0,23.0
863,100:007,100,13,7.0,13.0,15.0,18.0,22.0
864,100:007,100,14,4.0,13.0,15.0,18.0,24.0
865,100:007,100,15,7.0,12.0,15.0,19.0,23.0
866,100:007,100,16,8.0,13.0,16.0,18.0,25.0
867,100:007,100,17,5.0,13.5,16.0,18.0,27.0
868,100:007,100,18,4.0,14.0,17.0,19.0,28.0
869,100:007,100,19,8.0,15.0,18.0,20.0,28.0
870,100:007,100,20,8.0,14.0,17.0,20.0,26.0
871,100:007,100,21,9.0,14.5,17.0,20.0,26.0
872,100:007,100,22,10.0,14.0,18.0,20.0,26.0
873,100:007,100,23,8.0,15.5,19.0,21.0,26.0
874,100:007,100,24,9.0,15.5,18.5,21.0,26.0
875,100:007,100,25,10.0,16.5,20.0,22.0,27.0
876,100:007,100,26,10.0,16.0,20.0,22.0,28.0
877,100:007,100,27,7.0,17.0,20.0,22.0,31.0
878,100:007,100,28,7.0,17.0,20.0,22.0,31.0
879,100:007,100,29,11.0,17.0,20.0,22.5,28.0
880,100:007,100,30,11.0,17.5,20.0,22.0,26.0
881,100:007,100,31,11.0,17.0,19.0,22.0,24.0
882,100:007,100,32,10.0,17.0,20.0,22.0,25.0
883,100:007,100,33,12.0,18.0,19.5,21.0,26.0
884,100:007,100,34,11.0,17.0,20.0,21.0,24.0
885,100:007,100,35,13.0,18.0,19.0,21.0,27.0
886,100:007,100,36,12.0,18.0,20.0,22.0,26.0
887,100:007,100,37,12.0,18.0,20.0,22.0,27.0
888,100:007,100,38,11.0,19.0,21.0,22.0,28.0
889,100:007,100,39,14.0,18.0,20.0,23.0,28.0
890,100:007,100,40,13.0,18.0,21.0,23.0,28.0
891,100:007,100,41,13.0,19.0,22.0,24.0,28.0
892,100:007,100,42,11.0,19.0,21.0,24.0,28.0
893,100:007,100,43,13.0,19.0,21.0,24.0,28.0
894,100:007,100,44,14.0,20.0,22.0,24.0,29.0
895,100:007,100,45,15.0,20.0,22.0,24.0,27.0
896,100:007,100,46,12.0,20.0,22.0,24.0,28.0
897,100:007,100,47,15.0,19.0,21.0,23.0,29.0
898,100:007,100,48,15.0,19.0,22.0,24.0,28.0
899,100:007,100,49,13.0,20.0,22.0,23.0,30.0
900,100:008,100,0,3.0,10.0,12.0,14.0,19.0
901,100:008,100,1,5.0,10.0,13.0,14.0,25.0
902,100:008,100,2,4.0,11.0,13.0,15.0,21.0
903,100:008,100,3,7.0,11.0,13.0,15.0,27.0
904,100:008,100,4,6.0,11.5,13.5,16.0,28.0
905,100:008,100,5,5.0,12.0,14.5,17.0,24.0
906,100:008,100,6,7.0,12.0,15.0,17.0,22.0
907,100:008,100,7,8.0,12.0,15.0,17.0,20.0
908,100:008,100,8,8.0,13.0,15.0,17.0,21.0
909,100:008,100,9,5.0,13.0,15.0,18.0,25.0
910,100:008,100,10,5.0,13.0,15.0,17.0,25.0
911,100:008,100,11,8.0,13.0,15.0,18.0,25.0
912,100:008,100,12,8.0,13.5,16.0,19.0,25.0
913,100:008,100,13,10.0,13.5,16.0,19.0,24.0
914,100:008,100,14,7.0,14.0,16.0,18.0,25.0
915,100:008,100,15,8.0,14.0,16.0,18.0,23.0
916,100:008,100,16,9.0,15.0,17.0,19.0,25.0
917,100:008,100,17,7.0,15.0,17.0,19.0,26.0
918,100:008,100,18,10.0,15.0,17.0,20.0,28.0
919,100:008,100,19,12.0,16.0,18.0,21.0,28.0
920,100:008,100,20,7.0,15.0,18.0,21.0,28.0
921,100:008,100,21,11.0,16.0,19.0,20.0,26.0
922,100:008,100,22,10.0,17.0,18.0,20.0,28.0
923,100:008,100,23,9.0,17.0,19.0,21.0,25.0
924,100:008,100,24,13.0,17.0,19.0,21.0,28.0
925,100:008,100,25,10.0,16.0,18.0,21.0,26.0
926,100:008,100,26,10.0,16.5,18.0,21.0,28.0
927,100:008,100,27,11.0,17.0,19.0,22.0,28.0
928,100:008,100,28,11.0,17.0,19.0,22.0,28.0
929,100:008,100,29,9.0,17.0,20.0,22.0,28.0
930,100:008,100,30,9.0,18.0,20.0,22.0,28.0
931,100:008,100,31,14.0,18.0,20.0,22.0,28.0
932,100:008,100,32,13.0,18.0,21.0,22.0,29.0
933,100:008,100,33,7.0,18.0,20.0,22.0,26.0
934,100:008,100,34,12.0,18.0,20.0,22.0,28.0
935,100:008,100,35,13.0,18.0,20.0,22.0,26.0
936,100:008,100,36,15.0,18.0,20.0,22.0,27.0
937,100:008,100,37,13.0,19.0,20.0,22.0,27.0
938,100:008,100,38,12.0,18.0,20.0,22.0,26.0
939,100:008,100,39,10.0,18.0,20.0,22.0,30.0
940,100:008,100,40,14.0,18.0,21.0,22.0,28.0
941,100:008,100,41,13.0,18.0,20.0,22.0,28.0
942,100:008,100,42,12.0,18.0,20.0,23.0,25.0
943,100:008,100,43,13.0,18.0,20.0,23.0,26.0
944,100:008,100,44,13.0,18.0,21.0,23.0,27.0
945,100:008,100,45,13.0,18.0,21.0,23.0,28.0
946,100:008,100,46,11.0,19.0,21.0,23.0,29.0
947,100:008,100,47,11.0,19.0,21.0,23.0,30.0
948,100:008,100,48,11.0,20.0,21.0,23.0,28.0
949,100:008,100,49,14.0,20.0,22.0,23.0,30.0
950,100:009,100,0,4.0,9.0,12.0,15.0,25.0
951,100:009,100,1,7.0,10.5,12.0,15.0,22.0
952,100:009,100,2,6.0,10.0,13.0,15.5,24.0
953,100:009,100,3,6.0,10.0,13.0,16.0,25.0
954,100:009,100,4,6.0,11.0,13.0,17.0,26.0
955,100:009,100,5,6.0,11.0,14.0,18.0,25.0
956,100:009,100,6,7.0,11.0,15.0,17.0,26.0
957,100:009,100,7,6.0,12.0,15.0,18.0,26.0
958,100:009,100,8,6.0,14.0,16.0,20.0,28.0
959,100:009,100,9,7.0,14.0,17.0,21.0,25.0
960,100:009,100,10,8.0,14.0,17.0,20.5,28.0
961,100:009,100,11,8.0,16.0,18.0,21.0,27.0
962,100:009,100,12,7.0,15.0,18.5,21.0,27.0
963,100:009,100,13,9.0,16.0,18.5,21.5,28.0
964,100:009,100,14,9.0,16.5,19.0,21.0,27.0
965,100:009,100,15,10.0,16.0,18.5,21.0,28.0
966,100:009,100,16,9.0,16.0,19.0,21.0,30.0
967,100:009,100,17,11.0,16.0,19.0,22.0,29.0
968,100:009,100,18,12.0,16.5,19.0,22.0,28.0
969,100:009,100,19,12.0,18.0,19.0,23.0,29.0
970,100:009,100,20,11.0,17.0,20.0,23.0,28.0
971,100:009,100,21,10.0,18.0,21.0,24.0,30.0
972,100:009,100,22,14.0,19.0,22.0,26.0,31.0
973,100:009,100,23,14.0,20.0,23.0,25.0,29.0
974,100:009,100,24,14.0,19.0,23.0,25.0,28.0
975,100:009,100,25,13.0,20.0,23.0,26.0,34.0
976,100:009,100,26,15.0,21.0,23.0,25.0,34.0
977,100:009,100,27,15.0,20.0,23.0,25.0,34.0
978,100:009,100,28,13.0,21.0,24.0,26.0,34.0
979,100:009,100,29,16.0,22.0,25.0,27.0,34.0
980,100:009,100,30,17.0,23.0,26.0,29.0,35.0
981,100:009,100,31,18.0,24.0,27.0,30.0,36.0
982,100:009,100,32,16.0,25.0,27.0,29.5,36.0
983,100:009,100,33,21.0,26.0,28.0,30.0,36.0
984,100:009,100,34,18.0,26.0,28.0,30.0,37.0
985,100:009,100,35,21.0,27.0,28.0,31.0,34.0
986,100:009,100,36,19.0,26.0,28.0,30.0,36.0
987,100:009,100,37,17.0,26.0,28.0,30.0,36.0
988,100:009,100,38,16.0,26.0,28.0,30.0,36.0
989,100:009,100,39,21.0,26.0,28.0,30.0,34.0
990,100:009,100,40,20.0,26.0,29.0,31.0,35.0
991,100:009,100,41,20.0,27.0,29.0,31.0,36.0
992,100:009,100,42,20.0,27.0,29.0,31.0,35.0
993,100:009,100,43,20.0,28.0,29.0,31.0,35.0
994,100:009,100,44,20.0,27.0,29.0,32.0,35.0
995,100:009,100,45,22.0,27.5,29.0,31.0,34.0
996,100:009,100,46,23.0,28.0,29.0,31.0,34.0
997,100:009,100,47,23.0,27.0,29.0,31.0,34.0
998,100:009,100,48,24.0,27.0,30.0,31.0,36.0
999,100:009,100,49,22.0,27.0,29.5,31.0,35.0
1000,200:000,200,0,2.220446049250313e-16,2.0,3.0,4.0,8.0
1001,200:000,200,1,2.220446049250313e-16,2.0,3.0,5.0,8.0
1002,200:000,200,2,1.0000000000000002,3.0,4.0,5.0,8.0
1003,200:000,200,3,2.220446049250313e-16,3.0,4.0,5.0,8.0
1004,200:000,200,4,2.220446049250313e-16,3.0,4.0,5.0,9.0
1005,200:000,200,5,2.220446049250313e-16,3.0,4.5,6.0,9.0
1006,200:000,200,6,2.220446049250313e-16,3.0,4.0,6.0,9.0
1007,200:000,200,7,2.220446049250313e-16,3.0,5.0,6.0,9.0
1008,200:000,200,8,2.220446049250313e-16,3.0,5.0,6.0,10.0
1009,200:000,200,9,1.0000000000000002,3.5,5.0,7.0,10.0
1010,200:000,200,10,2.220446049250313e-16,3.0,5.0,7.0,10.0
1011,200:000,200,11,2.220446049250313e-16,4.0,5.0,7.0,11.0
1012,200:000,200,12,2.220446049250313e-16,4.0,5.0,6.0,9.0
1013,200:000,200,13,1.0000000000000002,4.0,5.0,6.0,9.0
1014,200:000,200,14,1.0000000000000002,4.0,5.0,6.5,11.0
1015,200:000,200,15,1.0000000000000002,4.0,5.0,7.0,10.0
1016,200:000,200,16,1.0000000000000002,4.0,5.0,7.0,10.0
1017,200:000,200,17,2.220446049250313e-16,4.0,5.0,6.5,11.0
1018,200:000,200,18,1.0000000000000002,4.5,5.0,7.0,9.0
1019,200:000,200,19,1.0000000000000002,4.0,5.0,7.0,10.0
1020,200:000,200,20,2.0,5.0,6.0,7.0,10.0
1021,200:000,200,21,1.0000000000000002,5.0,7.0,7.0,10.0
1022,200:000,200,22,1.0000000000000002,5.5,7.0,8.0,11.0
1023,200:000,200,23,1.0000000000000002,6.0,7.0,8.0,11.0
1024,200:000,200,24,3.0,6.0,7.0,8.0,11.0
1025,200:000,200,25,3.0,5.5,7.0,9.0,12.0
1026,200:000,200,26,3.0,6.0,8.0,9.0,11.0
1027,200:000,200,27,3.0,6.0,7.0,8.0,15.0
1028,200:000,200,28,3.0,6.0,7.5,9.0,13.0
1029,200:000,200,29,3.0,6.0,7.0,9.0,12.0
1030,200:000,200,30,3.0,6.0,7.5,9.0,12.0
1031,200:000,200,31,2.0,7.0,8.0,9.0,14.0
1032,200:000,200,32,3.0,7.0,8.0,10.0,14.0
1033,200:000,200,33,3.0,7.0,8.0,10.0,13.0
1034,200:000,200,34,3.0,7.0,8.0,9.0,13.0
1035,200:000,200,35,4.0,7.0,8.0,9.0,13.0
1036,200:000,200,36,3.0,7.0,8.0,10.0,14.0
1037,200:000,200,37,3.0,7.0,9.0,10.0,14.0
1038,200:000,200,38,4.0,7.0,9.0,10.0,13.0
1039,200:000,200,39,3.0,8.0,9.0,11.0,14.0
1040,200:000,200,40,4.0,8.0,10.0,12.0,15.0
1041,200:000,200,41,6.0,9.0,9.5,11.0,15.0
1042,200:000,200,42,5.0,9.0,10.0,12.0,15.0
1043,200:000,200,43,4.0,9.0,11.0,12.0,17.0
1044,200:000,200,44,7.0,10.0,11.0,12.0,16.0
1045,200:000,200,45,7.0,10.0,11.0,13.0,15.0
1046,200:000,200,46,7.0,10.0,12.0,13.0,16.0
1047,200:000,200,47,6.0,10.0,11.0,13.0,17.0
1048,200:000,200,48,7.0,10.0,12.0,12.5,17.0
1049,200:000,200,49,7.0,10.0,12.0,13.0,17.0
1050,200:001,200,0,2.220446049250313e-16,2.0,3.0,4.0,7.0
1051,200:001,200,1,2.220446049250313e-16,2.0,4.0,5.0,11.0
1052,200:001,200,2,2.220446049250313e-16,3.0,4.0,5.0,9.0
1053,200:001,200,3,1.0000000000000002,3.0,4.0,5.0,10.0
1054,200:001,200,4,2.220446049250313e-16,3.0,4.5,6.0,9.0
1055,200:001,200,5,2.220446049250313e-16,3.0,4.0,5.0,9.0
1056,200:001,200,6,2.220446049250313e-16,3.0,4.0,5.0,8.0
1057,200:001,200,7,2.220446049250313e-16,3.0,4.0,5.0,10.0
1058,200:001,200,8,2.220446049250313e-16,3.0,4.0,5.0,10.0
1059,200:001,200,9,2.220446049250313e-16,4.0,5.0,6.0,11.0
1060,200:001,200,10,2.220446049250313e-16,3.5,5.0,6.0,10.0
1061,200:001,200,11,2.220446049250313e-16,4.0,5.0,6.0,12.0
1062,200:001,200,12,2.220446049250313e-16,3.0,5.0,6.0,13.0
1063,200:001,200,13,2.220446049250313e-16,4.0,5.0,7.0,12.0
1064,200:001,200,14,1.0000000000000002,4.0,5.0,7.0,12.0
1065,200:001,200,15,1.0000000000000002,4.0,6.0,7.0,12.0
1066,200:001,200,16,1.0000000000000002,4.0,5.5,7.0,12.0
